,Name,Venue_Category,Neighborhood,District,Latitude,Longitude
0,Tre Kronor,Scandinavian Restaurant,Albany Park,Albany Park,41.97584188275329,-87.71103719387324
1,Noon O Kabab,Middle Eastern Restaurant,Albany Park,Albany Park,41.96670023399335,-87.70833185402098
2,2 Asian Brothers,Vietnamese Restaurant,Albany Park,Albany Park,41.97583207850203,-87.7096548409973
3,Great Sea Chinese Restaurant,Chinese Restaurant,Albany Park,Albany Park,41.96849636464853,-87.71067780634868
4,Lawrence Fish Market,Seafood Restaurant,Albany Park,Albany Park,41.968279822453226,-87.7262500589637
5,L.D. Pho,Vietnamese Restaurant,Albany Park,Albany Park,41.96731602823035,-87.70849853886685
6,Starbucks,Coffee Shop,Albany Park,Albany Park,41.968910846044786,-87.72881662266138
7,la Michoacana Premium,Ice Cream Shop,Albany Park,Albany Park,41.96855854786914,-87.70650952392326
8,River Park,Park,Albany Park,Albany Park,41.97397526178018,-87.70260879988199
9,Galter LifeCenter,Gym,Albany Park,Albany Park,41.9754777,-87.70075530000003
10,Gompers Park,Park,Albany Park,Albany Park,41.975471538060724,-87.73407806497136
11,La Brasa Roja,South American Restaurant,Albany Park,Albany Park,41.96122269382181,-87.70688295430658
12,Nhu Lan Bakery,Sandwich Place,Albany Park,Albany Park,41.96859801701713,-87.69447070902672
13,Monti's,Sandwich Place,Albany Park,Albany Park,41.968243063886064,-87.6949782170677
14,Bloom Yoga Studio,Yoga Studio,Albany Park,Albany Park,41.966510458840055,-87.69376062057495
15,HarvesTime Foods,Supermarket,Albany Park,Albany Park,41.96883,-87.69525
16,Hot Nails,Nail Salon,Albany Park,Albany Park,41.953941391039315,-87.71752396448306
17,Jimmy's Pizza Cafe,Pizza Place,Albany Park,Albany Park,41.97591929948236,-87.69222853478773
18,Goosefoot,New American Restaurant,Albany Park,Albany Park,41.96860996532721,-87.69598804838718
19,Horner Park,Park,Albany Park,Albany Park,41.95856355000815,-87.69809537154144
20,Independence Park,Park,Albany Park,Albany Park,41.953623626008856,-87.72369026964222
21,Shibam City Restaurant,Middle Eastern Restaurant,Albany Park,Albany Park,41.96817495207393,-87.74026759102091
22,Gene’s Sausage Shop,Butcher,Albany Park,Albany Park,41.967863043774564,-87.68821617849744
23,The Angry Crab,Cajun / Creole Restaurant,Albany Park,Albany Park,41.984493,-87.697078
24,Isla Pilipina,Filipino Restaurant,Albany Park,Albany Park,41.968534825699074,-87.69146068020827
25,Lincoln Square Athletic Club,Gym,Albany Park,Albany Park,41.96653202618422,-87.68747646836205
26,Lincoln Square (Giddings Plaza),Pedestrian Plaza,Albany Park,Albany Park,41.967558617981,-87.68773047606251
27,Cafe Selmarie,Café,Albany Park,Albany Park,41.96755623030685,-87.68767015152319
28,Old Irving Brewing Co.,Brewery,Albany Park,Albany Park,41.96072553373461,-87.7393030416182
29,Old Town School of Folk Music,Music School,Albany Park,Albany Park,41.9643918686746,-87.68576422967085
30,Savory Spice Shop,Gourmet Shop,Albany Park,Albany Park,41.96814790952804,-87.68821489917771
31,Smoque BBQ,BBQ Joint,Albany Park,Albany Park,41.95016846195413,-87.72768438410837
32,Luella’s Southern Kitchen,Southern / Soul Food Restaurant,Albany Park,Albany Park,41.965148274020855,-87.68626597403744
33,Merz Apothecary,Pharmacy,Albany Park,Albany Park,41.966925,-87.6876
34,Gather,American Restaurant,Albany Park,Albany Park,41.96424346164038,-87.68563554150927
35,The Book Cellar,Bookstore,Albany Park,Albany Park,41.96765631177825,-87.68786812035442
36,The Chopping Block,Gourmet Shop,Albany Park,Albany Park,41.967900182214926,-87.68790663729932
37,CorePower Yoga,Yoga Studio,Albany Park,Albany Park,41.968433180005626,-87.68670241535118
38,Fort Knox Studios,Recording Studio,Albany Park,Albany Park,41.958500900452115,-87.74369097807023
39,Eris Brewery And Cider House,Brewery,Albany Park,Albany Park,41.953787843970375,-87.73422054368746
40,Bistro Campagne,French Restaurant,Albany Park,Albany Park,41.96366277664628,-87.68547240027672
41,Winnemac Park,Park,Albany Park,Albany Park,41.9731486440829,-87.68137392807421
42,The Warbler,New American Restaurant,Albany Park,Albany Park,41.964171627585245,-87.68546260834114
43,Fleet Feet Sports,Sporting Goods Shop,Albany Park,Albany Park,41.96820201455638,-87.68837400276094
44,Garcia's Restaurant,Mexican Restaurant,Albany Park,Albany Park,41.96812786016597,-87.68840541464954
45,Capone's Liquor & Food,Liquor Store,Albany Park,Albany Park,41.94809834120928,-87.71128272730873
46,Half Acre Beer Co Balmoral Tap Room & Garden,Brewery,Albany Park,Albany Park,41.97999681227736,-87.68179928575601
47,Lou Malnati's Pizzeria,Pizza Place,Albany Park,Albany Park,41.96080782014901,-87.6834596345199
48,Athletic Field Park,Park,Albany Park,Albany Park,41.94661205935464,-87.71675348281859
49,Pho 5 Lua,Vietnamese Restaurant,Albany Park,Albany Park,41.995825085054285,-87.71260177133978
50,First Ascent Climbing & Fitness,Climbing Gym,Albany Park,Albany Park,41.945198561004474,-87.7103101333329
51,Grind Cafe Co,Coffee Shop,Albany Park,Albany Park,41.96534850945333,-87.68638832047796
52,Backlot Coffee,Coffee Shop,Albany Park,Albany Park,41.953260846211656,-87.73197619331471
53,Taqueria El Asadero,Mexican Restaurant,Albany Park,Albany Park,41.961374018218066,-87.68429963745376
54,Northman,Bar,Albany Park,Albany Park,41.960530732538814,-87.68312284733993
55,McFetridge Sports Center Tennis Courts,Tennis Court,Albany Park,Albany Park,41.95085013284997,-87.69818199513699
56,The Bad Apple,Burger Joint,Albany Park,Albany Park,41.95969836444237,-87.68276320349871
57,Half Acre Beer Company,Brewery,Albany Park,Albany Park,41.95923363862675,-87.68218144365551
58,La Villa,Italian Restaurant,Albany Park,Albany Park,41.947351271666506,-87.72752845080652
59,Lil Kickers,Soccer Field,Albany Park,Albany Park,41.95044306480109,-87.69548314182937
60,La Boulangerie,Bakery,Albany Park,Albany Park,41.965011442659026,-87.67855289974047
61,Due Lire Vino & Cucina,Italian Restaurant,Albany Park,Albany Park,41.96376691431396,-87.68542883040638
62,Mother Clucker's,BBQ Joint,Albany Park,Albany Park,41.97541,-87.75231
63,Spiteful Brewing,Brewery,Albany Park,Albany Park,41.979830315812016,-87.6806842650653
64,Brew & Grow,Hobby Shop,Albany Park,Albany Park,41.9474594598311,-87.70779143195415
65,Sticky Rice,Thai Restaurant,Albany Park,Albany Park,41.954604930379794,-87.68852813604624
66,Revolution Brewing,Brewery,Albany Park,Albany Park,41.94222346967773,-87.70821031484118
67,Chicago Fire Soccer Dome,Athletics & Sports,Albany Park,Albany Park,41.94781566186296,-87.69560727892788
68,Parachute,Korean Restaurant,Albany Park,Albany Park,41.944851101736134,-87.70633078238158
69,Aroy Thai,Thai Restaurant,Albany Park,Albany Park,41.96664242897097,-87.6791382725132
70,Bottles & Cans,Beer Store,Albany Park,Albany Park,41.95622985124288,-87.68013594651907
71,Over Easy,Breakfast Spot,Albany Park,Albany Park,41.97191324295557,-87.67927586666252
72,Lou Malnati's Pizzeria,Pizza Place,Albany Park,Albany Park,42.00214882041489,-87.72563368546032
73,Bang Bang Pie & Biscuits,Restaurant,Albany Park,Albany Park,41.972005201176316,-87.67925000190922
74,River Valley Ranch & Kitchens,Gourmet Shop,Albany Park,Albany Park,41.965214672637856,-87.67546743105129
75,Laschet's Inn,German Restaurant,Albany Park,Albany Park,41.954091328194274,-87.68197835632027
76,Honey Butter Fried Chicken,Fried Chicken Joint,Albany Park,Albany Park,41.94267799143857,-87.70285415016502
77,Oberweis Ice Cream and Dairy Store,Ice Cream Shop,Albany Park,Albany Park,41.998583128106645,-87.72026970858099
78,Mariano's Fresh Market,Grocery Store,Albany Park,Albany Park,41.96941045425453,-87.6750102791447
79,Ignite Gaming Lounge,Gaming Cafe,Albany Park,Albany Park,41.94213290317626,-87.70225901902936
80,World Fresh Market,Fruit & Vegetable Store,Albany Park,Albany Park,41.997798965422895,-87.69142134817656
81,Mariano's Fresh Market,Grocery Store,Albany Park,Albany Park,41.97950414023683,-87.75750160217285
82,Spacca Napoli Pizzeria,Pizza Place,Albany Park,Albany Park,41.963324638550475,-87.67373918428444
83,Tiny Lounge,Lounge,Albany Park,Albany Park,41.96122532527711,-87.68383572084332
84,Fountainhead,Bar,Albany Park,Albany Park,41.96155282649993,-87.67882552398153
85,Caro Mio,Italian Restaurant,Albany Park,Albany Park,41.96506258801693,-87.67592228190638
86,Joong Boo Market,Supermarket,Albany Park,Albany Park,41.941975855676134,-87.71219065299125
87,Band of Bohemia,Brewery,Albany Park,Albany Park,41.96760673225671,-87.6748991521607
88,Koval Distillery,Distillery,Albany Park,Albany Park,41.97496302394022,-87.67429797037545
89,Hazel,Jewelry Store,Albany Park,Albany Park,41.96152141961792,-87.67622704525472
90,Gogi,Korean Restaurant,Albany Park,Albany Park,41.995112575246466,-87.6996970537179
91,"Architectural Artifacts, Inc.",Antique Shop,Albany Park,Albany Park,41.960609999999996,-87.67349
92,Budacki's Drive-In,Hot Dog Joint,Albany Park,Albany Park,41.968179,-87.67895899999999
93,Glenn's Diner & Seafood House,Seafood Restaurant,Albany Park,Albany Park,41.961550861274816,-87.67534555677389
94,Chief O'Neill's Pub & Restaurant,Pub,Albany Park,Albany Park,41.94451565894042,-87.70554429158777
95,Neighborly,Gift Shop,Albany Park,Albany Park,41.96148037780871,-87.67917199061505
96,Frank's Chicago Shrimp & Seafood,Seafood Restaurant,Albany Park,Albany Park,41.953391663079465,-87.75419727663756
97,LA Fitness,Gym / Fitness Center,Albany Park,Albany Park,41.96980949172652,-87.67503126451116
98,Lillstreet Art Center,Art Gallery,Albany Park,Albany Park,41.961694380726755,-87.67374593345562
99,Sleeping Village,Concert Hall,Albany Park,Albany Park,41.939323492328136,-87.72127663238905
100,Ssyal Korean Restaurant and Ginseng House,Korean Restaurant,Mayfair,Albany Park,41.968172423082585,-87.73320681696389
101,Senor Pan Cafe - Tapas & Vinos,Cuban Restaurant,Mayfair,Albany Park,41.96862306446614,-87.74070913743337
102,Seafood City,Grocery Store,Mayfair,Albany Park,41.97322516634953,-87.74588063316332
103,Marie's Pizza & Liquors,Pizza Place,Mayfair,Albany Park,41.968131872106134,-87.73153256320425
104,Wilson Park,Park,Mayfair,Albany Park,41.964691918868496,-87.75922494349422
105,Fannie's,Café,Mayfair,Albany Park,41.960769188478096,-87.75405497058392
106,Starbucks,Coffee Shop,Mayfair,Albany Park,41.953268,-87.737851
107,Gale Street Inn,American Restaurant,Mayfair,Albany Park,41.970080335906594,-87.76273602462946
108,Cafe Urbano,Café,Mayfair,Albany Park,41.95687180039828,-87.72387916668809
109,Replica Chicago,Gift Shop,Mayfair,Albany Park,41.96108624618393,-87.75481663613279
110,Irving Park YMCA,Gym,Mayfair,Albany Park,41.95340368280658,-87.7351602148036
111,Finom Coffee,Coffee Shop,Mayfair,Albany Park,41.95381,-87.732924
112,Chipotle Mexican Grill,Mexican Restaurant,Mayfair,Albany Park,41.95324304724903,-87.74494020246414
113,Chicago Kalbi Korean BBQ,Korean Restaurant,Mayfair,Albany Park,41.968314053092385,-87.72277090471876
114,Nighthawk,Cocktail Bar,Mayfair,Albany Park,41.96797445401382,-87.71341511757156
115,Shokran Morrocan Grill,Moroccan Restaurant,Mayfair,Albany Park,41.95355439964647,-87.72883143380743
116,Cairo Nights Hookah Lounge,Hookah Bar,Mayfair,Albany Park,41.97577557890347,-87.71554727194712
117,Culver's,Fast Food Restaurant,Mayfair,Albany Park,41.95310816043626,-87.7515781276511
118,Popeyes Louisiana Kitchen,Fried Chicken Joint,Mayfair,Albany Park,41.968459240731775,-87.7131557153965
119,Weston’s,Coffee Shop,Mayfair,Albany Park,41.969471999999996,-87.762375
120,Ixcateco Grill,Mexican Restaurant,Mayfair,Albany Park,41.961106865661634,-87.71330529786115
121,Binny's Beverage Depot (Portage Park),Liquor Store,Mayfair,Albany Park,41.95304472180694,-87.75020184647184
122,Rex Tavern,Bar,Mayfair,Albany Park,41.97055556393376,-87.76285634813429
123,Hagen's Fish Market,Fish Market,Mayfair,Albany Park,41.96033539608717,-87.7685301209958
124,Portage Grounds,Coffee Shop,Mayfair,Albany Park,41.95307982249307,-87.76469169472418
125,Miko's Italian Ice,Dessert Shop,Mayfair,Albany Park,41.956596999999995,-87.71294300000001
126,The Original Alps,Breakfast Spot,Mayfair,Albany Park,41.95369482061531,-87.71908501101989
127,North Park Village Nature Center,Nature Preserve,Mayfair,Albany Park,41.987695440442465,-87.72428186075669
128,Montrose Deli,Grocery Store,Mayfair,Albany Park,41.960430721106036,-87.76273780146397
129,Midori,Japanese Restaurant,Mayfair,Albany Park,41.98306210950865,-87.7118080159792
130,Portage Park,Park,Mayfair,Albany Park,41.94974224619249,-87.7614117857084
131,Paternos Pizza,Pizza Place,Mayfair,Albany Park,41.977399,-87.768845
132,Bryn Mawr Breakfast Club,Breakfast Spot,Mayfair,Albany Park,41.98311353908461,-87.71337306874901
133,Templestowe Pub,Bar,Mayfair,Albany Park,41.96115013098453,-87.70720681047872
134,La Brasa Roja,Latin American Restaurant,Mayfair,Albany Park,41.94619594696053,-87.72750895659632
135,Cochinita Taco Co,Taco Place,Mayfair,Albany Park,41.95255958315633,-87.76708308500488
136,Lindo Michoacan,Grocery Store,Mayfair,Albany Park,41.96886431534345,-87.70845324349709
137,Taqueria San Juanito,Mexican Restaurant,Mayfair,Albany Park,41.96708746445846,-87.70852913482344
138,Whole Foods Market,Grocery Store,Mayfair,Albany Park,41.99069760831139,-87.7486219906842
139,Kilbourn Park,Park,Mayfair,Albany Park,41.942561479673856,-87.74012689744572
140,Mia's Gelateria,Ice Cream Shop,Mayfair,Albany Park,41.9569580155778,-87.76727430580787
141,BRGRBELLY,Burger Joint,Mayfair,Albany Park,41.953112045254564,-87.7709747653915
142,Tea'se Tea Shoppe,Tea Room,Mayfair,Albany Park,41.953227594243046,-87.77164660489757
143,Pueblo Nuevo,Mexican Restaurant,Mayfair,Albany Park,41.95989580048176,-87.76736837129879
144,First Slice Pie Cafe,Pie Shop,Mayfair,Albany Park,41.96624542359478,-87.70126329897299
145,Tano's Pizzeria,Pizza Place,Mayfair,Albany Park,41.9540068020027,-87.70466585923954
146,trattoria Porretta,Italian Restaurant,Mayfair,Albany Park,41.94749478159653,-87.76694997801279
147,Rudy's Schwinn Cycle & Fitness,Bike Shop,Mayfair,Albany Park,41.95304981124739,-87.769845224115
148,Ultimate Ninjas Chicago,Indoor Play Area,Mayfair,Albany Park,41.961156948272084,-87.70164595819858
149,Chocolate Shoppe Ice Cream,Ice Cream Shop,Mayfair,Albany Park,41.997200200836204,-87.76255362647106
150,American Science & Surplus,Hobby Shop,Mayfair,Albany Park,41.976687594919355,-87.7693169244717
151,Perkolator,Coffee Shop,Mayfair,Albany Park,41.953118048305605,-87.77815436751128
152,Outdoor Grill,American Restaurant,Mayfair,Albany Park,41.940696308160256,-87.72627355117594
153,Binny's Beverage Depot,Liquor Store,Mayfair,Albany Park,41.93194597381453,-87.72630767733439
154,Begyle Brewing,Brewery,Ravenswood Manor,Albany Park,41.95531367098876,-87.67440964903781
155,Windy City Crossfit,Gym,Ravenswood Manor,Albany Park,41.95588289035037,-87.67362735717373
156,Big Bricks,Pizza Place,Ravenswood Manor,Albany Park,41.951416610380136,-87.67686317717525
157,Urban Vegan,Vegetarian / Vegan Restaurant,Ravenswood Manor,Albany Park,41.96157611182916,-87.66964407249809
158,Bien MeSabe,South American Restaurant,Ravenswood Manor,Albany Park,41.96153615392375,-87.6706408385359
159,Trader Joe's,Grocery Store,Ravenswood Manor,Albany Park,41.9499383656909,-87.67550031216943
160,The Beer Temple,Beer Store,Ravenswood Manor,Albany Park,41.93914751470286,-87.69786504208719
161,Kuma's Corner,Burger Joint,Ravenswood Manor,Albany Park,41.939487517535966,-87.7003295432136
162,Hopleaf Bar,Beer Bar,Ravenswood Manor,Albany Park,41.97581284243383,-87.66850906278225
163,Bongo Room,Breakfast Spot,Ravenswood Manor,Albany Park,41.973234844823686,-87.66865342008245
164,Neo-Futurists,Indie Theater,Ravenswood Manor,Albany Park,41.975942895501625,-87.66935550462428
165,Middle East Bakery & Grocery & Café,Grocery Store,Ravenswood Manor,Albany Park,41.976212540725655,-87.66861012856421
166,The Roost Carolina Kitchen,Fried Chicken Joint,Ravenswood Manor,Albany Park,41.95428098043277,-87.66676071704447
167,Taste of Lebanon,Middle Eastern Restaurant,Ravenswood Manor,Albany Park,41.97615087013301,-87.66884675878237
168,Metropolitan Tap Room,Brewery,Ravenswood Manor,Albany Park,41.93762519750001,-87.69125855694675
169,The Long Room,Dive Bar,Ravenswood Manor,Albany Park,41.95450386740988,-87.6697095009676
170,Chicago Magic Lounge,Theater,Ravenswood Manor,Albany Park,41.974014000000004,-87.66833000000001
171,Lost Larson Bakery,Bakery,Ravenswood Manor,Albany Park,41.97861720321764,-87.66841107899357
172,Tiztal Cafe,Breakfast Spot,Ravenswood Manor,Albany Park,41.96621,-87.66657
173,Zia's Lago Vista,Italian Restaurant,Ravenswood Manor,Albany Park,41.95127531957416,-87.66881757590464
174,George's Ice Cream & Sweets,Ice Cream Shop,Ravenswood Manor,Albany Park,41.97829866621754,-87.66846753865828
175,Black Hearts Hair House,Salon / Barbershop,Ravenswood Manor,Albany Park,41.946086833236755,-87.67312537180142
176,Foursided,Gift Shop,Ravenswood Manor,Albany Park,41.97433831572604,-87.66814569734879
177,First Slice Pie Café,Pie Shop,Ravenswood Manor,Albany Park,41.979818979478985,-87.66949996784443
178,Andersonville Wine and Spirits,Wine Shop,Ravenswood Manor,Albany Park,41.97618757391276,-87.6684254499542
179,Alleycat Comics,Comic Shop,Ravenswood Manor,Albany Park,41.97822,-87.66875
180,The Brown Elephant,Thrift / Vintage Store,Ravenswood Manor,Albany Park,41.980193411746036,-87.668672175873
181,Calo Ristorante,Italian Restaurant,Ravenswood Manor,Albany Park,41.97942692147964,-87.66823700845447
182,Women & Children First,Bookstore,Ravenswood Manor,Albany Park,41.97720984404553,-87.66830720519572
183,Kopi Café,Café,Ravenswood Manor,Albany Park,41.97861200149812,-87.66829842785883
184,Music Box Theatre,Indie Movie Theater,Ravenswood Manor,Albany Park,41.94986083017661,-87.66391971748097
185,Little Bad Wolf,Restaurant,Ravenswood Manor,Albany Park,41.98350095066181,-87.66893847298063
186,Lady Gregory's,Irish Pub,Ravenswood Manor,Albany Park,41.97789844594018,-87.66851126378452
187,Big Jones,Southern / Soul Food Restaurant,Ravenswood Manor,Albany Park,41.979508949334814,-87.66825108120018
188,Birrieria Zaragoza,Mexican Restaurant,Archer Heights,Archer Heights,41.80445629049747,-87.72356274226642
189,Giordano's,Pizza Place,Archer Heights,Archer Heights,41.79885092697345,-87.72250078995056
190,El Asador,Mexican Restaurant,Archer Heights,Archer Heights,41.807675231493285,-87.72689582277269
191,Pete's Fresh Market,Grocery Store,Archer Heights,Archer Heights,41.80776733903465,-87.70428373081181
192,Illinois Bar & Grill,Bar,Archer Heights,Archer Heights,41.80758191232419,-87.72729443699718
193,Paco's Tacos,Taco Place,Archer Heights,Archer Heights,41.815218119240406,-87.70231679762536
194,Pete's Market,Grocery Store,Archer Heights,Archer Heights,41.813655966306,-87.7229158988848
195,Jacky's Hot Dogs,American Restaurant,Archer Heights,Archer Heights,41.794624440521865,-87.72301522528704
196,Carnitas Don Rafa,Mexican Restaurant,Archer Heights,Archer Heights,41.809205930975416,-87.70396292599497
197,El Solazo,Mexican Restaurant,Archer Heights,Archer Heights,41.79133427135898,-87.72324829639939
198,Planet Fitness,Gym / Fitness Center,Archer Heights,Archer Heights,41.81453712874673,-87.72280682065706
199,Ulta Beauty,Cosmetics Shop,Archer Heights,Archer Heights,41.81698,-87.725347
200,Super Mall,Flea Market,Archer Heights,Archer Heights,41.79825190223859,-87.72429073467991
201,Leon's Ribs and Chicken,BBQ Joint,Archer Heights,Archer Heights,41.810443596595896,-87.71042587275335
202,Home Run Inn Pizza,Pizza Place,Archer Heights,Archer Heights,41.83681,-87.73133
203,Wingstop,Wings Joint,Archer Heights,Archer Heights,41.81248276931331,-87.72403992685027
204,Bohica Bar & Grill,Nightclub,Archer Heights,Archer Heights,41.798154097385996,-87.74745841571414
205,Zacatacos,Taco Place,Archer Heights,Archer Heights,41.785090769792156,-87.7226998356928
206,Frank's Chicago Shrimp,Seafood Restaurant,Archer Heights,Archer Heights,41.81221411333164,-87.70731693238848
207,Target,Big Box Store,Archer Heights,Archer Heights,41.812934999999996,-87.722548
208,Michaels,Arts & Crafts Store,Archer Heights,Archer Heights,41.817904469276506,-87.72569060325623
209,"Villa Rosa Restaurant, Pizzeria and Catering",Pizza Place,Archer Heights,Archer Heights,41.796508084043886,-87.75796745051159
210,Tony o's Studio 31 Lounge,Bar,Archer Heights,Archer Heights,41.800366858877844,-87.73184044844696
211,Liquorama,Liquor Store,Archer Heights,Archer Heights,41.81263899801213,-87.70419549740896
212,El Faro,Taco Place,Archer Heights,Archer Heights,41.836996945787305,-87.72340957448813
213,LaCoco's Pizza & Pasta,Italian Restaurant,Archer Heights,Archer Heights,41.808193090808786,-87.7082139126882
214,Paco's Tacos,Taco Place,Archer Heights,Archer Heights,41.78316105960287,-87.72298475765206
215,Moreno's Liquors,Liquor Store,Archer Heights,Archer Heights,41.84442547883001,-87.71822029163916
216,Polish Highlander,Eastern European Restaurant,Archer Heights,Archer Heights,41.80581280871635,-87.71765487800937
217,Chipotle Mexican Grill,Mexican Restaurant,Archer Heights,Archer Heights,41.79619333026624,-87.72356814466468
218,Town & Country Self-Service Liquor Mart,Liquor Store,Archer Heights,Archer Heights,41.80834071302504,-87.69833207130432
219,Tequila CJ Cantina Grill,Mexican Restaurant,Archer Heights,Archer Heights,41.79701402648379,-87.7554044548974
220,Pastel! Cakes and More,Bakery,Archer Heights,Archer Heights,41.80550238220379,-87.72360302658846
221,Mr. Submarine,Sandwich Place,Archer Heights,Archer Heights,41.80197316974093,-87.7236270306296
222,Las Islas Marias,Mexican Restaurant,Archer Heights,Archer Heights,41.79483414691234,-87.7230419316182
223,Starbucks,Coffee Shop,Archer Heights,Archer Heights,41.798100557868096,-87.7433857474447
224,USO Midway,Military Base,Archer Heights,Archer Heights,41.78917220535085,-87.74154825799158
225,T.J. Maxx,Department Store,Archer Heights,Archer Heights,41.8036205,-87.70526219999999
226,Battle of Midway Exhibit,History Museum,Archer Heights,Archer Heights,41.787557399226756,-87.7416889065644
227,Taqueria Atotonilco,Mexican Restaurant,Archer Heights,Archer Heights,41.844302503194214,-87.72284785771467
228,Restaurante Nuevo Leon,Mexican Restaurant,Archer Heights,Archer Heights,41.84439556649093,-87.71706265821345
229,La Catedral Cafe & Restaurant,Restaurant,Archer Heights,Archer Heights,41.84621810204853,-87.70889447759848
230,Sammy's Kitchen,Breakfast Spot,Archer Heights,Archer Heights,41.79287194020999,-87.7613666950028
231,The Hut,Hot Dog Joint,Archer Heights,Archer Heights,41.82814738050387,-87.69453734899206
232,Azucar,Dessert Shop,Archer Heights,Archer Heights,41.84257999140167,-87.7155144208198
233,El Milagro Taqueria,Mexican Restaurant,Archer Heights,Archer Heights,41.8447171539043,-87.70224701639232
234,Giordano's,Pizza Place,Archer Heights,Archer Heights,41.777876713513216,-87.74267971515656
235,Lindy's Chili & Gertie's Ice Cream,Ice Cream Shop,Archer Heights,Archer Heights,41.826816436293036,-87.68310037871538
236,Quality Beauty Supply,Cosmetics Shop,Archer Heights,Archer Heights,41.77900985008464,-87.70411861055803
237,Taqueria El Pastor,Taco Place,Archer Heights,Archer Heights,41.77856251939694,-87.7332940691127
238,Razpachos Neveria,Ice Cream Shop,Archer Heights,Archer Heights,41.79128884400638,-87.7230409534423
239,Madd Anthony's Bar,Bar,Archer Heights,Archer Heights,41.80824399151883,-87.70835932296178
240,Hawthorne Race Course,Racetrack,Archer Heights,Archer Heights,41.82863695712701,-87.75077209927893
241,Los Mangos Neveria Y Fruteria,Ice Cream Shop,Archer Heights,Archer Heights,41.837012656441715,-87.72102656584423
242,Nuts on Clark,Snack Place,Archer Heights,Archer Heights,41.78827876810985,-87.74259127137606
243,La Chaparrita Taqueria,Taco Place,Archer Heights,Archer Heights,41.84635419620231,-87.70166055225197
244,Dunkin',Donut Shop,Archer Heights,Archer Heights,41.8021035530739,-87.76205360235826
245,Walgreens,Pharmacy,Archer Heights,Archer Heights,41.7988295169349,-87.74379014968872
246,LeClaire-Hearst Park,Park,Archer Heights,Archer Heights,41.81350215143889,-87.75143383656278
247,Dollar Tree,Discount Store,Archer Heights,Archer Heights,41.79989574895654,-87.72274102140238
248,McKinley Park,Park,Archer Heights,Archer Heights,41.82339738588717,-87.67965316772461
249,West Lawn Market,Deli / Bodega,Archer Heights,Archer Heights,41.786800311647134,-87.72319738781002
250,Enterprise Midway Base,Rental Car Location,Archer Heights,Archer Heights,41.79395975010981,-87.7512607922716
251,Taquería Atotonilco,Taco Place,Archer Heights,Archer Heights,41.78998776407687,-87.70367177475838
252,Hyatt Place Chicago/Midway Airport,Hotel,Archer Heights,Archer Heights,41.77266479155383,-87.74698028200794
253,Starbucks,Coffee Shop,Archer Heights,Archer Heights,41.793277772887,-87.70334864084394
254,Starbucks Coffee,Coffee Shop,Archer Heights,Archer Heights,41.82220562320805,-87.72636439249085
255,GameStop,Video Game Store,Archer Heights,Archer Heights,41.79931444707649,-87.72283044459455
256,Walgreens,Pharmacy,Archer Heights,Archer Heights,41.79418037370552,-87.70325928926468
257,West 55th Street,Bar,Archer Heights,Archer Heights,41.7930498309364,-87.7282525004017
258,Lawndale Christian Fitness Center,Gym / Fitness Center,Archer Heights,Archer Heights,41.85329762989382,-87.71924754808094
259,Paisans Pizzeria & Bar,Pizza Place,Archer Heights,Archer Heights,41.83182442380703,-87.77900021574608
260,Lou Malnati's Pizzeria,Pizza Place,Archer Heights,Archer Heights,41.77501127327897,-87.74252754530822
261,Garifuna Flava - A Taste of Belize,Caribbean Restaurant,Archer Heights,Archer Heights,41.77935920443903,-87.68692561848547
262,Nicky's Carry Out,Hot Dog Joint,Archer Heights,Archer Heights,41.830271749649185,-87.68434682971504
263,Pepe's Mexican Restaurant,Mexican Restaurant,Archer Heights,Archer Heights,41.77881556597062,-87.70443541580549
264,Lou Malnati's Pizzeria,Pizza Place,Archer Heights,Archer Heights,41.85177457369453,-87.7220663116245
265,Manolo's Tamales,Mexican Restaurant,Archer Heights,Archer Heights,41.7786548893959,-87.74022464574732
266,Piotrowski Park,Park,Archer Heights,Archer Heights,41.83637728268293,-87.73110143536165
267,Las Islas Marias,Seafood Restaurant,Archer Heights,Archer Heights,41.84761436707687,-87.72469350846819
268,Nickys,American Restaurant,Archer Heights,Archer Heights,41.79440660656404,-87.7720164812832
269,Shop & Save Market,Supermarket,Archer Heights,Archer Heights,41.795796204378135,-87.75964262175789
270,Southwest Airlines - Midway,Airport Terminal,Archer Heights,Archer Heights,41.78808503460783,-87.7426798586872
271,SONIC Drive-In,Fast Food Restaurant,Archer Heights,Archer Heights,41.83926592044315,-87.74426499999998
272,#1 Chop Suey,Chinese Restaurant,Archer Heights,Archer Heights,41.79554563337045,-87.76139258148596
273,Mi Tierra,Mexican Restaurant,Archer Heights,Archer Heights,41.84535224389856,-87.70534684164377
274,Three Sons Restaurant,American Restaurant,Archer Heights,Archer Heights,41.79394048695811,-87.77476495853175
275,ROSS Dress For Less,Clothing Store,Archer Heights,Archer Heights,41.818185,-87.724241
276,La Michoacana,Dessert Shop,Archer Heights,Archer Heights,41.85147039184747,-87.74620227449196
277,Home Run Inn Pizza - Archer Ave,Pizza Place,Archer Heights,Archer Heights,41.793352051887595,-87.77532827116396
278,La Quebrada,Mexican Restaurant,Archer Heights,Archer Heights,41.80092136429358,-87.69425312402912
279,Hampton Inn Chicago-Midway Airport,Hotel,Archer Heights,Archer Heights,41.77388216455071,-87.74268507957453
